sample_id,river,river_label,setting,tol_multiplier,min_pairs,delta_s_over_W
94,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.207546
95,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.216352
96,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.312392
97,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26322
98,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.295668
99,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.266274
100,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.266339
101,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.307223
102,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241778
103,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.269325
104,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.244198
105,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.245448
106,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.251087
107,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274996
108,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.243456
109,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.321509
110,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.224743
111,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.256591
112,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.245212
113,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.330114
114,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273845
115,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.311433
116,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.19815
117,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.277017
118,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.305033
119,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.268703
120,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.312947
121,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241722
122,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.328421
123,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.36845
124,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.248672
125,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.244952
126,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.330402
127,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.336081
128,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241471
129,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.246092
130,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.25232
131,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.2045
132,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.223661
133,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.219814
134,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.230449
135,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263439
136,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27554
137,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.334773
138,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.220074
139,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.309295
140,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.255371
141,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262774
142,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.295367
143,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.214478
144,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282208
145,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27249
146,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.28716
147,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.278013
148,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.375489
149,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.236302
150,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241105
151,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.236959
152,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.240004
153,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.236318
154,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.318506
155,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.328923
156,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239316
157,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.227544
158,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.286214
159,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.24015
160,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.293482
161,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274132
162,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.196792
163,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.334638
164,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.345814
165,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.237425
166,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.247553
167,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.277864
168,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.280051
169,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.294634
170,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.355459
171,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.257037
172,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.229077
173,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.202931
174,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.232108
175,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263509
176,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.345755
177,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241707
178,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27507
179,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.264261
180,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.318478
181,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.378712
182,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241111
183,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.242975
184,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.311987
185,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.295685
186,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.348102
187,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.291277
188,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.248832
189,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.291579
190,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.314892
191,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.301922
192,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.287827
193,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.313
194,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.317618
195,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.327197
196,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.294192
197,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.25748
198,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.271602
199,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.319293
200,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.228238
201,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.28159
202,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.2473
203,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.266294
204,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.32253
205,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273599
206,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26709
207,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.203806
208,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.298581
209,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.294047
210,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.362346
211,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.25115
212,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274862
213,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.276222
214,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.335985
215,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.260712
216,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.277556
217,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.292355
218,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273397
219,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.24491
220,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273734
221,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.313313
222,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.218807
223,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.270984
224,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.233495
225,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.318777
226,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.196457
227,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239849
228,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.281975
229,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.335449
230,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262041
231,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.240016
232,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.349652
233,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.199839
234,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.166054
235,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.284801
236,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.242408
237,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.219045
238,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.296876
239,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.275971
240,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239616
241,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.207386
242,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.304261
243,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.294259
244,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.260537
245,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.348099
246,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.216846
247,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.196351
248,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.233864
249,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262949
250,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27595
251,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.254144
252,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.280842
253,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.208681
254,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.329969
255,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.261303
256,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.315278
257,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.280423
258,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.285554
259,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.29064
260,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.285147
261,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.293923
262,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.324812
263,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273843
264,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.296905
265,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.260962
266,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.329805
267,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.234562
268,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.346042
269,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263193
270,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.200615
271,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.270765
272,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.234353
273,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.302829
274,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.235632
275,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.244922
276,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.179971
277,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.244646
278,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.155925
279,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.193724
280,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.299219
281,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.300361
282,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.284146
283,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.221486
284,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262853
285,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.264838
286,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.212874
287,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.332653
288,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.304481
289,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.255057
290,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26621
291,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274377
292,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.173122
293,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.253877
294,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.234311
295,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.219927
296,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.25235
297,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.345896
298,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.293838
299,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239297
300,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.290766
301,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.327971
302,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.306609
303,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.267683
304,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.235888
305,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.29642
306,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282707
307,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.305284
308,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.293583
309,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.31223
310,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.240914
311,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.324283
312,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273892
313,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.358387
314,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.233987
315,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.343118
316,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273906
317,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.235686
318,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.243225
319,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.250584
320,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.284087
321,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.288528
322,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239183
323,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263904
324,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.361402
325,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.342739
326,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.284635
327,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26671
328,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.270401
329,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.292608
330,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.218974
331,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.253418
332,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.189914
333,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282965
334,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.294124
335,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.243257
336,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.335829
337,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.209841
338,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.199103
339,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.2751
340,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.312119
341,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.340777
342,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.24435
343,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.313541
344,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263267
345,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.257232
346,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.304765
347,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.294355
348,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.194062
349,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.331444
350,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.327104
351,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.23685
352,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282811
353,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.287231
354,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27673
355,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.240236
356,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.234777
357,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26385
358,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.317773
359,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.289462
360,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.248322
361,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.299726
362,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.136816
363,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.316694
364,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.186713
365,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.24869
366,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.214615
367,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.206739
368,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.317237
369,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.243953
370,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.280593
371,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262889
372,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.286467
373,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.268457
374,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.207265
375,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.309832
376,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.242781
377,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.194954
378,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.245735
379,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.332534
380,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.30326
381,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.249311
382,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.249283
383,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.250526
384,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.358454
385,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282187
386,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.284352
387,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.311363
388,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.275746
389,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.253343
390,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.256164
391,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.261778
392,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263325
393,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.297743
394,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.267338
395,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.297969
396,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.261368
397,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.268539
398,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.175081
399,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.306235
400,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.280592
401,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.30991
402,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.134669
403,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.358977
404,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.258718
405,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.314868
406,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.218204
407,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.292575
408,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.217596
409,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.23693
410,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.351131
411,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.256419
412,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274784
413,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.304153
414,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.287306
415,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.271769
416,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.281423
417,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.373154
418,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262407
419,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274049
420,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.312279
421,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.314749
422,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.318416
423,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.293743
424,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.213565
425,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.338504
426,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.213414
427,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.278619
428,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.231058
429,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262114
430,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.279794
431,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.279461
432,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.283986
433,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.337617
434,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.285409
435,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.254013
436,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.308384
437,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.318526
438,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.209758
439,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.291883
440,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.296553
441,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.25161
442,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.326907
443,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.258247
444,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.270651
445,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.257212
446,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.265701
447,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.215668
448,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.200198
449,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.336753
450,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.226887
451,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.220387
452,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.168097
453,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.236247
454,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.205461
455,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.338891
456,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.310442
457,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.234033
458,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.36636
459,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.309179
460,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.250383
461,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.152527
462,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.368092
463,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.202469
464,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.190957
465,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.311016
466,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.374789
467,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.327292
468,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.290376
469,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.291764
470,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.303404
471,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.299152
472,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.277654
473,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.269689
474,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262183
475,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.231072
476,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.25237
477,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.188817
478,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.260575
479,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.220513
480,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.215338
